,Text,Date
2191,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:51:28+00:00
2192,RT @QuetzaTheQueer: I just want to say thanks to the people who sat my ass down &amp; put me in my place on my lack of understanding of Feminis…,2023-05-07 05:51:17+00:00
2193,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 05:51:04+00:00
2194,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 05:51:04+00:00
2195,"@NaveedQazi Reminds me of the phrase  ""more loyal than the king"" , actually the men who sombrely chastise men in th… https://t.co/DJKwExbvFF",2023-05-07 05:50:53+00:00
2196,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:50:42+00:00
2197,@Wojciehowicz you betray your lack of knowledge of Feminism and your lack of knowledge of Patriarchal systems. Bett… https://t.co/CMEIXIivgb,2023-05-07 05:50:39+00:00
2198,"Feminism in a nutshell. All lip service, no accountability https://t.co/dwKf6FZbrs",2023-05-07 05:50:35+00:00
2199,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:50:28+00:00
2200,"RT @eccentrikhat: Feminism has been used to convince women that average men are their enemy, that family life is a trap, that the workplace…",2023-05-07 06:33:27+00:00
2201,@AnnasisLizKelly @ZachKeysOG @ask_aubry listening to other women who might have listened  to other women themselves… https://t.co/BUbkWBMlX9,2023-05-07 06:33:25+00:00
2202,this art style and its irreparable damage to feminism https://t.co/bpJVJ5MbJW,2023-05-07 06:33:14+00:00
2203,"RT @IchiXIV: And who was it that accused feminism supports porn (and to some extend, incest). 😤",2023-05-07 06:32:23+00:00
2204,"RT @LWCSBoston: After earning her PhD, Grace Lee Boggs struggled to find sustaining work &amp; housing due to racism. She moved to #Detroit &amp; m…",2023-05-07 06:32:16+00:00
2205,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:31:53+00:00
2206,"@ask_aubry This only works when one limits ""feminism"" to a simple dictionary definition. In reality, feminism has a… https://t.co/6pM7S85qhX",2023-05-07 06:31:43+00:00
2207,"Khor hates Burqa, but Khor also hates checking facts . Khor has recently become liberal and follow modern feminism.… https://t.co/EQyBCd755s",2023-05-07 06:31:33+00:00
2208,"RT @IBC_Yoh: Black feminism is THEEE most important branch of feminism. Shit is super saiyan feminism. A feminism so spurious, so yt suprem…",2023-05-07 06:31:31+00:00
2209,RT @halal_pair: If you have a wife who is free of feminism and some other misleading ideologies but rather submissive then you are indeed b…,2023-05-07 06:31:30+00:00
2210,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:31:29+00:00
2211,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:31:28+00:00
2212,@diamond_qc It's not their fault feminism left them out. That movement was always only for the middle-upper class snobs.,2023-05-07 06:31:26+00:00
2213,"@Brig_PP_ Feminism has failed to give women their rights, they failed to protect them from perpetrators and then th… https://t.co/4QUFs2LnWi",2023-05-07 06:31:17+00:00
2214,@HebronHebron121 @ScottAniol @ADRoblesMedia Um... To be a true believer you cant be a practising homosexual I am af… https://t.co/74kVsQ2y1N,2023-05-07 06:30:59+00:00
2215,"i like how it starts off hating on feminism with the consequence being fathers leaving,,, surely deadbeat dads neve… https://t.co/unFWE7Vz4L",2023-05-07 06:30:58+00:00
2216,"RT @IAmGeorgeTasan: @junotjoyner @FightHaven True, this is what feminism has done to the world.",2023-05-07 06:30:10+00:00
2217,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:30:07+00:00
2218,I have 9 followers on my bookstagram shitpost account so now I have to start spreading the agenda of how much I loa… https://t.co/qv6IYHH8GC,2023-05-07 06:29:59+00:00
2219,It has nothing to do with feminism why are you so obsessed??? https://t.co/cRny7uGG2v,2023-05-07 06:29:40+00:00
2220,"RT @hnbinologist: This is not the feminism you think it is, at your grown age why are you acting so ignorant",2023-05-07 06:29:12+00:00
2221,@danielkrenn @ThePosieParker I'm not sure 'hard right feminism' is a thing. Who are you talking about?,2023-05-07 06:29:03+00:00
2222,"RT @PeepScript: Dobby: Yeah, well it used to be all pink and tidy but then feminism happened and we all just started pissing on the floor.…",2023-05-07 06:28:55+00:00
2223,"@DharmaRakshathi @Tryng2BATrader In a way, the woke feminism, women in employment and nuclear families sounded deat… https://t.co/mDDzR7mnFE",2023-05-07 06:28:28+00:00
2224,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:28:07+00:00
2225,Third wave of feminism support it. https://t.co/ZIINODlSZG,2023-05-07 06:27:58+00:00
2226,@Bhardwaj_Scion It always gave baseless arguments... tackling social issues is very possible without these disease called feminism,2023-05-07 06:27:35+00:00
2227,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:27:20+00:00
2228,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:26:52+00:00
2229,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 06:26:37+00:00
2230,@chipshoptony @_K_F_P_ @NWAmbulance @LGBTfdn Is there a legal or medical definition of a pervert? Idk what your rad… https://t.co/FnQvKHKrtu,2023-05-07 06:26:28+00:00
2231,"RT @covertroserisin: The wave of feminism is spreading in the East. 

A 25 y/o girl from my extended family broke off her engagement with h…",2023-05-07 06:26:14+00:00
2232,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:26:11+00:00
2233,fully drunk sobbing to little women at 1:30am while my husband cooks for me. this is feminism.,2023-05-07 06:25:16+00:00
2234,@IanLemche @MrBeast Yeah I don’t really care but I think it’s important jimmy knows that his support of chris embra… https://t.co/y9FIkVlEo7,2023-05-07 06:25:13+00:00
2235,RT @Chantel47738558: @Kevinverted @eccentrikhat superiority without accountability and believe if a man speaks about the problems they face…,2023-05-07 06:25:10+00:00
2236,"RT @theRsyndrome: It’s not feminism, it’s common sense. Your four-year-old daughter was the smartest human being in that room.",2023-05-07 06:24:52+00:00
2237,"RT @eccentrikhat: @Chantel47738558 @Kevinverted Appreciate your views, Chantelle. 

I would consider that particular concept of equality to…",2023-05-07 06:24:50+00:00
2238,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:24:41+00:00
2239,RT @abdulaiiiiiii: MUCH TIME HAS PASSED. Why were y’all slvtshaming a 16-year-old girl who wanted to explore the world ?! y’all needa stop…,2023-05-07 06:24:25+00:00
2240,@jaqindoch @Crypto110 @BenFordhamLive Feminism has failed them. What a shame.,2023-05-07 06:24:20+00:00
2241,"@pranitarottmann 3/3
*Creative, attractive, enjoy opposite sex attractions
* Loves to explore ur feminism n sexuali… https://t.co/QzTT84DYN4",2023-05-07 06:24:09+00:00
2242,When Women Regret Feminism - Strong And Independent Woman Has A Meltdown https://t.co/xr01pokp1g via @YouTube,2023-05-07 06:23:49+00:00
2243,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:23:32+00:00
2244,RT @abdulaiiiiiii: MUCH TIME HAS PASSED. Why were y’all slvtshaming a 16-year-old girl who wanted to explore the world ?! y’all needa stop…,2023-05-07 06:23:22+00:00
2245,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:23:08+00:00
2246,RT @WokeArchive: Feminism is dead https://t.co/hrTa8eJy95,2023-05-07 06:23:04+00:00
2247,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:22:50+00:00
2248,"@burrosavic @kim_macca Same rationale for feminism, homosexuality, trans and pedophiles.   Do some research and you… https://t.co/IZazh3waN6",2023-05-07 06:22:44+00:00
2249,"RT @TheRealKeean: This wasn't one incident out of many successful prescribed burns. No, this was attempt #1 of fighting fires with feminism…",2023-05-07 06:22:38+00:00
2250,"RT @naxriis_: ""feminism is for everybody"" is like the misogynistic version of ""all lives matter""",2023-05-07 06:22:18+00:00
2251,"RT @rasulmiir: Outcomes of feminism:

1. Abortions
2. Rapes
3. Suicides
4. HIV",2023-05-07 06:22:03+00:00
2252,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:21:48+00:00
2253,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:21:44+00:00
2254,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:21:41+00:00
2255,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:20:33+00:00
2256,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:20:32+00:00
2257,@ani_digital @ANI That's unnecessary showoff and appeasement of women. Why we woman are accepting such unnecessary… https://t.co/8X7NNwcK1T,2023-05-07 06:20:03+00:00
2258,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:19:59+00:00
2259,"RT @FamilyMan_berl_: How to smash patriarchy 101

#Feminism https://t.co/4rBEEKntX0",2023-05-07 06:19:53+00:00
2260,@jocc_godbody24 Sir. I don’t need to identify as black because YOU SEE that I am. I am DEFENDING BW not being a Sim… https://t.co/4mrXE4BHAt,2023-05-07 06:19:40+00:00
2261,"@saegerart @MasteroftheTDS As someone who fondly remembers pre Disney marvel, I will always mourn the loss of such… https://t.co/7BrgYiYUBz",2023-05-07 06:19:31+00:00
2262,@ThePollLady Is this the Real Feminism ??,2023-05-07 06:19:30+00:00
2263,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:19:07+00:00
2264,"Feminism causes degeneracy and Redpill perpetuates it. Islam is the solution that ends both.

To the men: Get marri… https://t.co/xIQydCfVBZ",2023-05-07 06:19:06+00:00
2265,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 06:19:03+00:00
2266,RT @zukosmadre: Liberal feminism is so draining and self-centered,2023-05-07 06:18:59+00:00
2267,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:18:55+00:00
2268,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:18:50+00:00
2269,RT @aaronhoyland: “These forest fires were caused by feminism. Please respect me for I am a Very Serious Journalist.” https://t.co/s3ra5H0z…,2023-05-07 06:18:47+00:00
2270,"RT @_Sassy_Nurse: “We need feminism because a man in a room full of women is ecstatic, and a woman in a room full of men is terrified.”

-U…",2023-05-07 06:18:44+00:00
2271,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:18:42+00:00
2272,RT @allclearnow1: yesterday mrs.sharma stans questioned people's character for seeing kandmata's pain. now they are praising mahima the ori…,2023-05-07 06:18:26+00:00
2273,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:18:16+00:00
2274,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:18:07+00:00
2275,"not js celebs only but in general, this kind of shit happens also when im discussing politics like feminism, i alwa… https://t.co/hVjytKygZx",2023-05-07 06:17:43+00:00
2276,RT @ivy_xx_: it’s so distasteful debating (radical) feminism with a man. it’s like you’re trying to convince him you’re a person while he t…,2023-05-07 06:17:24+00:00
2277,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:17:15+00:00
2278,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:16:23+00:00
2279,"@simi_taiwo ... with one another, which suggests that these system and roles are a natural result of early civilisa… https://t.co/IMrE7PsnmW",2023-05-07 06:16:16+00:00
2280,they're also not funny or charming and only grew their simp army male audience by shitting on feminism. easiest business model in the world,2023-05-07 06:16:03+00:00
2281,"RT @thequeen_esther: So, Feminism= Common sense?🤭",2023-05-07 06:15:56+00:00
2282,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:15:45+00:00
2283,"@ask_aubry If you're ready to stop talking about feminism, removing ""female"" out of your concept of rights, you're… https://t.co/yUvHfs6Ges",2023-05-07 06:15:36+00:00
2284,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:14:54+00:00
2285,RT @TerceraVenida: @gayest_tone When you're white and your feminism isn't intersectional https://t.co/uxFVWjtrDf,2023-05-07 06:14:51+00:00
2286,"@TheGenderCritic your feminism includes rape and murder? that's not feminism, that's 'the police'",2023-05-07 06:14:45+00:00
2287,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:14:39+00:00
2288,RT @deanglcss: feminism leaving my body the moment i listen to for your love https://t.co/88fx5tYjzM,2023-05-07 06:14:01+00:00
2289,"Feminism as an ideology is reactionary. As Marxists, it is important to challenge and call out when necessary. Such… https://t.co/QaVeETQR2f",2023-05-07 06:13:58+00:00
2290,"@simi_taiwo I'm an advocate for feminism, now that being said... 'patriarchy' and the roles can't have been taught… https://t.co/D4UgdDZ5P7",2023-05-07 06:13:49+00:00
2291,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:13:48+00:00
2292,"RT @PeepScript: Dobby: Yeah, well it used to be all pink and tidy but then feminism happened and we all just started pissing on the floor.…",2023-05-07 06:13:19+00:00
2293,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:13:11+00:00
2294,@IronWolf1970 Erasing females out of feminism 🤣🤣🤣,2023-05-07 06:13:03+00:00
2295,anna and dasha literally have no politics or principles other than what's trendy on twitter. one minute it's femini… https://t.co/ny4uSyJg9J,2023-05-07 06:12:57+00:00
2296,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:12:02+00:00
2297,Hadiza Gabon’s dad first and now her husband😭💔the men in her life deviating from what she’s campaigning against🤮🤢😭💔… https://t.co/BFNjh3DVL2,2023-05-07 06:11:59+00:00
2298,"RT @FamilyMan_berl_: How to smash patriarchy 101

#Feminism https://t.co/4rBEEKntX0",2023-05-07 06:11:52+00:00
2299,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:11:45+00:00
2300,@JoJoFromJerz Would you vote for “The GREAT MAGA King” if he’d take our guns?  Toxic feminism smells terrible…you know what I mean.,2023-05-07 06:11:45+00:00
2301,"RT @eccentrikhat: @Androphillia The original suffragettes were mostly wealthy women, and they had no interest in helping poor women - parti…",2023-05-07 06:11:35+00:00
2302,It's amazing how I like the fem characters a whooole lot more in hsr seeing as how I usually do like male character… https://t.co/uRL1YHiuni,2023-05-07 06:11:20+00:00
2303,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:11:10+00:00
2304,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:11:10+00:00
2305,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:11:07+00:00
2306,"@DrProudman Interesting that as a feminist you blame men alone, ignore men's half of issues (eg mgm, ipv, etc) and… https://t.co/hzyD8iUEgp",2023-05-07 06:11:07+00:00
2307,@ask_aubry And there are so many people that hide behind the name of feminism to just bring men down or to disrupt… https://t.co/neOaPcq38i,2023-05-07 06:10:50+00:00
2308,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:10:38+00:00
2309,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 06:10:36+00:00
2310,RT @GhostWealth_: the antidote to toxic feminism https://t.co/XaMrETXNPU,2023-05-07 06:10:22+00:00
2311,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:10:19+00:00
2312,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:10:17+00:00
2313,"Melihat diskursus feminisme di Twitter yang muter2 di soal benerin genteng dan angkat galon ini, i wish those boys… https://t.co/am1bnh1jH2",2023-05-07 06:10:11+00:00
2314,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:09:39+00:00
2315,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:09:28+00:00
2316,@SophieRunning That’s great to hear! Women supporting all women 🥰 we don't need bigots touting some bastardised ver… https://t.co/5XbdwIadVV,2023-05-07 06:09:21+00:00
2317,"RT @ASAP_SOLDIER: @WokeArchive Liberals everywhere are cheering, so much for feminism",2023-05-07 06:09:21+00:00
2318,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:09:15+00:00
2319,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:08:55+00:00
2320,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 06:08:31+00:00
2321,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:08:24+00:00
2322,RT @Ambar_SIFF_MRA: Hindu mahasabha chief doesn't care about false 498a cases but talks about dowry and forgets that giving dowry is also a…,2023-05-07 06:08:01+00:00
2323,"RT @MiRaebel: You are right. We are afraid to be silenced, deplatformed, of losing our jobs, children and overall rights. Please stop pushi…",2023-05-07 06:07:59+00:00
2324,@jocc_godbody24 @Christo68357610 @IAMLEGENDARYMO @yourfavcreole BW DO NOT HATE BM but if they are choosing feminism… https://t.co/kRqiuRH5p2,2023-05-07 06:07:31+00:00
2325,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:07:22+00:00
2326,"@MenInBlackNZ @JamesOnekaka ""cultural challenges""  ""rebranding""
FFS
I've got an idea. Get rid of med and law and st… https://t.co/fGITPTTL6t",2023-05-07 06:07:22+00:00
2327,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:06:56+00:00
2328,Feminism literally means equality but a lot of people think it's just anti-men.,2023-05-07 06:06:41+00:00
2329,"RT @LWCSBoston: After earning her PhD, Grace Lee Boggs struggled to find sustaining work &amp; housing due to racism. She moved to #Detroit &amp; m…",2023-05-07 06:06:09+00:00
2330,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:05:46+00:00
2331,"RT @JDHaltigan: Third-wave, delusional radical feminism is at the heart of the cultural sickness we are living through.",2023-05-07 06:05:46+00:00
2332,RT @BakraofDv: @Bornakang With growing #Feminism  women are becoming careless nowdays,2023-05-07 06:05:01+00:00
2333,"@jocc_godbody24 @Christo68357610 @IAMLEGENDARYMO @yourfavcreole Actually, white women built feminism off of the bla… https://t.co/jyhkAvkiiO",2023-05-07 06:04:01+00:00
2334,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:03:57+00:00
2335,"RT @TheAblebaee_: Again, before we knew the term ""feminism"" , we despised maltreatment and inequality in regards to women.

I've always bee…",2023-05-07 06:03:07+00:00
2336,"@FightHaven Wonder woman is fiction and no officer, especially a female officer should ever be alone when attending… https://t.co/jmxbbm7F0u",2023-05-07 06:03:03+00:00
2337,"I am with the feminism that follows 100% non reproduction.
#antinatalism",2023-05-07 06:02:40+00:00
2338,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:02:14+00:00
2339,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:02:11+00:00
2340,"Dobby: Yeah, well it used to be all pink and tidy but then feminism happened and we all just started pissing on the… https://t.co/XByYBuJW5a",2023-05-07 06:02:06+00:00
2341,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 06:02:04+00:00
2342,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 06:02:04+00:00
2343,@jocc_godbody24 @Christo68357610 @IAMLEGENDARYMO @yourfavcreole Corporate America that was created by and for WM al… https://t.co/m4g13JTB20,2023-05-07 06:01:36+00:00
2344,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:01:07+00:00
2345,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 06:00:52+00:00
2346,"RT @LWCSBoston: After earning her PhD, Grace Lee Boggs struggled to find sustaining work &amp; housing due to racism. She moved to #Detroit &amp; m…",2023-05-07 06:00:48+00:00
2347,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 06:00:43+00:00
2348,"RT @its_daqueen: When you actually deep it feminism really is the default setting. Like it's literally common sense, so much so that even b…",2023-05-07 06:00:41+00:00
2349,"RT @QuetzaTheQueer: TL;DR im begging people to read Judith Butler, Bell Hooks, Fiorenza, Angela Davis, etc.

Can't do a Feminism unless you…",2023-05-07 06:00:22+00:00
2350,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 06:00:07+00:00
2351,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 06:00:06+00:00
2352,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:59:50+00:00
2353,@evildarkskin @yourfavcreole No one’s dumb explain what this has to do with feminism?,2023-05-07 05:59:49+00:00
2354,RT @JamalThaRebel: salah satu contoh feminism ni tak guna ambik contoh peperangan Ukraine &amp; Russia. men can't leave &amp; dying everyday while…,2023-05-07 05:59:38+00:00
2355,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 05:59:36+00:00
2356,RT @Ambar_SIFF_MRA: Hindu mahasabha chief doesn't care about false 498a cases but talks about dowry and forgets that giving dowry is also a…,2023-05-07 05:59:31+00:00
2357,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:59:25+00:00
2358,"@Springrain77 @stillgray Nope. Feminism emasculated men. 

30 years ago if that crazy man grabbed a woman, he would… https://t.co/7WvoL3r1jQ",2023-05-07 05:59:23+00:00
2359,"RT @LWCSBoston: After earning her PhD, Grace Lee Boggs struggled to find sustaining work &amp; housing due to racism. She moved to #Detroit &amp; m…",2023-05-07 05:59:20+00:00
2360,"RT @TheRealKeean: This wasn't one incident out of many successful prescribed burns. No, this was attempt #1 of fighting fires with feminism…",2023-05-07 05:59:15+00:00
2361,RT @Too_mishe: Scenes when you realize that feminism is just common sense and the reason why these girls reason in such lines is because th…,2023-05-07 05:59:01+00:00
2362,"@MollyJongFast @VanityFair Mrs. Carroll’s problem and all out of body feminists in the 21st century, …is that femin… https://t.co/V7Tal0u3IE",2023-05-07 05:58:10+00:00
2363,Thank you @WhitlockJason for giving the #BlackManoSphere the #respect it deserves! 👊🏿 #Manosphere #RedPill… https://t.co/ckXeawv0wo,2023-05-07 05:58:09+00:00
2364,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:57:43+00:00
2365,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:57:24+00:00
2366,RT @tayspetsch: feminism leaving my body the moment i listen to better than revenge (taylor’s version) https://t.co/V6fHlReVHp,2023-05-07 05:56:58+00:00
2367,@JarrBelle @RadFemme74 @Hereticalturf @ChristyLAbbey @K8T1144 @forevershallon @K60617909 @bgpereira3 @SequinSte… https://t.co/xUWXuaOFsH,2023-05-07 05:56:48+00:00
2368,"RT @Behembaba: This is Queen Elizabeth I, who in 1562 authorized the beginning of the Transatlantic Slave Trade which in turn lead to the d…",2023-05-07 05:56:37+00:00
2369,"RT @dhcpred: It’s not feminism
Children are just yet to be indoctrinated into anything, so they speak with zero bias

Sometimes, listen to…",2023-05-07 05:56:27+00:00
2370,RT @chakravartiin: If you are such a great proponent of feminism start at home resign your posts as PMs &amp; CMs of country as MPs &amp; MLAs and…,2023-05-07 05:56:14+00:00
2371,"@ani_digital @ANI Wake me up when even a single woman loses her life on the borders, This is chronic feminism.",2023-05-07 05:56:02+00:00
2372,"RT @IchiXIV: And who was it that accused feminism supports porn (and to some extend, incest). 😤",2023-05-07 05:55:59+00:00
2373,@blueslighting05 As if Hande fans were better! They know feminism and respect ONLY when it comes to one woman. The… https://t.co/WDOB5dsV9j,2023-05-07 05:55:55+00:00
2374,When women debate on feminism they forget equality and demand superiority.,2023-05-07 05:55:44+00:00
2375,"RT @its_daqueen: Well, that's to tell you that feminism is just common sense and none of these roles are ""natural"" and ""God made"". They are…",2023-05-07 05:55:41+00:00
2376,RT @ViktorM82361299: HEATED DEBATE: Is FEMINISM A Man Hating Ideology? https://t.co/8lH2A5yUGW via @YouTube,2023-05-07 05:55:39+00:00
2377,HEATED DEBATE: Is FEMINISM A Man Hating Ideology? https://t.co/8lH2A5yUGW via @YouTube,2023-05-07 05:55:37+00:00
2378,RT @soitfuckingoes: feminism leaving my body when i listen to better than revenge (taylor's version) https://t.co/XOW6eJ1V0Q,2023-05-07 05:55:15+00:00
2379,I’m gonna quote the man by Taylor for my final about feminism,2023-05-07 05:55:00+00:00
